Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
2018,4,11,23,5,2018-11-23,B6,20409,B6,N190JB,1580,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12.0,Florida,33,11278,1127805,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,1633,1635.0,2.0,2.0,0.0,0.0,1600-1659,14.0,1649.0,1858.0,9.0,1859,1907.0,8.0,8.0,0.0,0.0,1800-1859,0.0,,0.0,146.0,152.0,129.0,1.0,899.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1,2,3,3,2010-02-03,OO,20304,OO,N939SW,6248,11413,1141302,30285,DRO,"Durango, CO",CO,8.0,Colorado,82,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,603,557.0,-6.0,0.0,0.0,-1.0,0600-0659,16.0,613.0,651.0,12.0,718,703.0,-15.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,75.0,66.0,38.0,1.0,251.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,5,23,1,2011-05-23,WN,19393,WN,N271LV,1964,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,11697,1169702,32467,FLL,"Fort Lauderdale, FL",FL,12.0,Florida,33,1110,1114.0,4.0,4.0,0.0,0.0,1100-1159,7.0,1121.0,1208.0,6.0,1205,1214.0,9.0,9.0,0.0,0.0,1200-1259,0.0,,0.0,55.0,60.0,47.0,1.0,178.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,11,21,3,2007-11-21,OO,20304,OO,N449SW,3858,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,11884,1188401,31884,GEG,"Spokane, WA",WA,53.0,Washington,93,1940,1935.0,-5.0,0.0,0.0,-1.0,1900-1959,15.0,1950.0,2008.0,4.0,2027,2012.0,-15.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,107.0,97.0,78.0,1.0,546.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2,5,31,6,2003-05-31,AA,19805,AA,N5EVAA,285,13303,1330302,32467,MIA,"Miami, FL",FL,12.0,Florida,33,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1315,1314.0,-1.0,0.0,0.0,-1.0,1300-1359,13.0,1327.0,1513.0,8.0,1552,1521.0,-31.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,337.0,307.0,286.0,1.0,2342.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,23,6,2016-01-23,AA,19805,AA,N009AA,183,10423,1042302,30423,AUS,"Austin, TX",TX,48.0,Texas,74,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,705,704.0,-1.0,0.0,0.0,-1.0,0700-0759,30.0,734.0,823.0,7.0,832,830.0,-2.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,207.0,206.0,169.0,1.0,1242.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,4,11,23,1,1998-11-23,DL,19790,DL,N906DL,1114,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,12339,1233902,32337,IND,"Indianapolis, IN",IN,18.0,Indiana,42,1800,1801.0,1.0,1.0,0.0,0.0,1800-1859,25.0,1826.0,1930.0,10.0,1938,1940.0,2.0,2.0,0.0,0.0,1900-1959,0.0,,0.0,98.0,99.0,64.0,1.0,432.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,4,25,6,2015-04-25,AA,19805,AA,N3JHAA,1114,12953,1295302,31703,LGA,"New York, NY",NY,36.0,New York,22,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1529,1521.0,-8.0,0.0,0.0,-1.0,1500-1559,21.0,1542.0,1830.0,6.0,1831,1836.0,5.0,5.0,0.0,0.0,1800-1859,0.0,,0.0,242.0,255.0,228.0,1.0,1389.0,6,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1,1,22,4,2015-01-22,WN,19393,WN,N443WN,4295,11259,1125903,30194,DAL,"Dallas, TX",TX,48.0,Texas,74,13495,1349503,33495,MSY,"New Orleans, LA",LA,22.0,Louisiana,72,1740,1744.0,4.0,4.0,0.0,0.0,1700-1759,9.0,1753.0,1855.0,3.0,1855,1858.0,3.0,3.0,0.0,0.0,1800-1859,0.0,,0.0,75.0,74.0,62.0,1.0,436.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,2,6,22,7,2014-06-22,EV,20366,EV,N14925,5664,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,74,10781,1078102,30781,BTR,"Baton Rouge, LA",LA,22.0,Louisiana,72,705,709.0,4.0,4.0,0.0,0.0,0700-0759,17.0,726.0,810.0,5.0,808,815.0,7.0,7.0,0.0,0.0,0800-0859,0.0,,0.0,63.0,66.0,44.0,1.0,253.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,4,12,22,3,2010-12-22,AS,19930,AS,N518AS,871,12173,1217301,32134,HNL,"Honolulu, HI",HI,15.0,Hawaii,2,10299,1029902,30299,ANC,"Anchorage, AK",AK,2.0,Alaska,1,2205,2202.0,-3.0,0.0,0.0,-1.0,2200-2259,23.0,2225.0,522.0,6.0,501,528.0,27.0,27.0,1.0,1.0,0001-0559,0.0,,0.0,356.0,386.0,357.0,1.0,2777.0,11,0.0,0.0,27.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2,4,14,3,2004-04-14,OH,20417,OH,N805CA,5114,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,13360,1336002,33360,MLB,"Melbourne, FL",FL,12.0,Florida,33,820,920.0,60.0,60.0,1.0,4.0,0800-0859,17.0,937.0,1038.0,7.0,1000,1045.0,45.0,45.0,1.0,3.0,1000-1059,0.0,,0.0,100.0,85.0,61.0,1.0,443.0,2,45.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1,3,23,5,2007-03-23,MQ,20398,MQ,N611AE,3761,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,12191,1219101,31453,HOU,"Houston, TX",TX,48.0,Texas,74,720,717.0,-3.0,0.0,0.0,-1.0,0700-0759,12.0,729.0,812.0,6.0,830,818.0,-12.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,70.0,61.0,43.0,1.0,247.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,4,11,2,3,2011-11-02,US,20355,US,N758US,718,11278,1127802,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,1515,1535.0,20.0,20.0,1.0,1.0,1500-1559,24.0,1559.0,1637.0,4.0,1619,1641.0,22.0,22.0,1.0,1.0,1600-1659,0.0,,0.0,64.0,66.0,38.0,1.0,119.0,1,18.0,0.0,2.0,0.0,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,4,11,10,7,1996-11-10,DL,19790,DL,N303WA,776,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,2015,2032.0,17.0,17.0,1.0,1.0,2000-2059,16.0,2048.0,3.0,3.0,2359,6.0,7.0,7.0,0.0,0.0,2300-2359,0.0,,0.0,164.0,154.0,135.0,1.0,1156.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,4,18,4,2019-04-18,WN,19393,WN,N7821L,1736,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,11259,1125904,30194,DAL,"Dallas, TX",TX,48.0,Texas,74,2040,2037.0,-3.0,0.0,0.0,-1.0,2000-2059,10.0,2047.0,2312.0,2.0,2325,2314.0,-11.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,105.0,97.0,85.0,1.0,651.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,4,10,1,4,1992-10-01,UA,19977,UA,,1635,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,11292,1129201,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,1425,1427.0,2.0,2.0,0.0,0.0,1400-1459,,,,,1637,1608.0,-29.0,0.0,0.0,-2.0,1600-1659,0.0,,0.0,252.0,221.0,,1.0,1617.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,2,5,22,7,1988-05-22,DL,19790,DL,,1886,14869,1486901,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,14457,1445701,34457,RAP,"Rapid City, SD",SD,46.0,South Dakota,67,1952,1952.0,0.0,0.0,0.0,0.0,1900-1959,,,,,2115,2116.0,1.0,1.0,0.0,0.0,2100-2159,0.0,,0.0,83.0,84.0,,1.0,508.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,4,19,3,2017-04-19,UA,19977,UA,N62849,419,12264,1226402,30852,IAD,"Washington, DC",VA,51.0,Virginia,38,13204,1320402,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,1725,1718.0,-7.0,0.0,0.0,-1.0,1700-1759,19.0,1737.0,1919.0,10.0,1951,1929.0,-22.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,146.0,131.0,102.0,1.0,758.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,2,5,31,1,1999-05-31,UA,19977,UA,N924UA,2397,11603,1160301,31603,EUG,"Eugene, OR",OR,41.0,Oregon,92,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,1015,1013.0,-2.0,0.0,0.0,-1.0,1000-1059,7.0,1020.0,1125.0,3.0,1144,1128.0,-16.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,89.0,75.0,65.0,1.0,451.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,2,6,24,5,1994-06-24,UA,19977,UA,,272,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,701,659.0,-2.0,0.0,0.0,-1.0,0700-0759,,,,,1251,1241.0,-10.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,230.0,222.0,,1.0,1721.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,8,3,7,1997-08-03,US,20355,US,N273AU,634,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,1735,1734.0,-1.0,0.0,0.0,-1.0,1700-1759,8.0,1742.0,2048.0,10.0,2058,2058.0,0.0,0.0,0.0,0.0,2000-2059,0.0,,0.0,143.0,144.0,126.0,1.0,913.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,12,26,2,1989-12-26,AA,19805,AA,,139,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,15370,1537001,34653,TUL,"Tulsa, OK",OK,40.0,Oklahoma,73,1116,1145.0,29.0,29.0,1.0,1.0,1100-1159,,,,,1311,1333.0,22.0,22.0,1.0,1.0,1300-1359,0.0,,0.0,115.0,108.0,,1.0,585.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2,6,9,6,2007-06-09,US,20355,US,N934UW,1637,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,15304,1530401,33195,TPA,"Tampa, FL",FL,12.0,Florida,33,2205,2201.0,-4.0,0.0,0.0,-1.0,2200-2259,24.0,2225.0,2341.0,6.0,2343,2347.0,4.0,4.0,0.0,0.0,2300-2359,0.0,,0.0,98.0,106.0,76.0,1.0,508.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,2,4,9,6,1988-04-09,UA,19977,UA,,865,11292,1129201,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,14679,1467901,33570,SAN,"San Diego, CA",CA,6.0,California,91,1723,1740.0,17.0,17.0,1.0,1.0,1700-1759,,,,,1842,1843.0,1.0,1.0,0.0,0.0,1800-1859,0.0,,0.0,139.0,123.0,,1.0,840.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,4,12,18,4,1997-12-18,US,20355,US,N420US,1876,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,14576,1457602,34576,ROC,"Rochester, NY",NY,36.0,New York,22,2125,2120.0,-5.0,0.0,0.0,-1.0,2100-2159,9.0,2129.0,2213.0,5.0,2240,2218.0,-22.0,0.0,0.0,-2.0,2200-2259,0.0,,0.0,75.0,58.0,44.0,1.0,254.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,4,12,18,1,2000-12-18,US,20355,US,N756UW,6412,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,1230,1227.0,-3.0,0.0,0.0,-1.0,1200-1259,15.0,1242.0,1349.0,4.0,1356,1353.0,-3.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,86.0,86.0,67.0,1.0,399.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,1,3,29,1,2004-03-29,NW,19386,NW,N8986E,1773,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,13244,1324401,33244,MEM,"Memphis, TN",TN,47.0,Tennessee,54,725,720.0,-5.0,0.0,0.0,-1.0,0700-0759,16.0,736.0,812.0,9.0,831,821.0,-10.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,126.0,121.0,96.0,1.0,634.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,4,24,3,2019-04-24,B6,20409,B6,N267JB,427,10721,1072102,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,10821,1082106,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,832,832.0,0.0,0.0,0.0,0.0,0800-0859,29.0,901.0,1008.0,5.0,1006,1013.0,7.0,7.0,0.0,0.0,1000-1059,0.0,,0.0,94.0,101.0,67.0,1.0,369.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,2,5,30,7,1999-05-30,UA,19977,UA,N339UA,1097,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1042,1035.0,-7.0,0.0,0.0,-1.0,1000-1059,21.0,1056.0,1101.0,4.0,1115,1105.0,-10.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,93.0,90.0,65.0,1.0,412.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1,2,9,5,2001-02-09,UA,19977,UA,N5591,1943,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1948,1947.0,-1.0,0.0,0.0,-1.0,1900-1959,14.0,2001.0,2217.0,10.0,2219,2227.0,8.0,8.0,0.0,0.0,2200-2259,0.0,,0.0,151.0,160.0,136.0,1.0,954.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2,6,13,1,2005-06-13,AA,19805,AA,N296AA,353,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1900,2119.0,139.0,139.0,1.0,9.0,1900-1959,33.0,2152.0,2242.0,21.0,2032,2303.0,151.0,151.0,1.0,10.0,2000-2059,0.0,,0.0,152.0,164.0,110.0,1.0,733.0,3,0.0,0.0,12.0,0.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,12,2,6,1995-12-02,US,20355,US,N449US,1484,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,1725,1725.0,0.0,0.0,0.0,0.0,1700-1759,15.0,1740.0,1938.0,6.0,1950,1944.0,-6.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,145.0,139.0,118.0,1.0,861.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2,6,18,5,2004-06-18,MQ,20398,MQ,N851MQ,4959,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,1100,1103.0,3.0,3.0,0.0,0.0,1100-1159,31.0,1134.0,1213.0,3.0,1210,1216.0,6.0,6.0,0.0,0.0,1200-1259,0.0,,0.0,70.0,73.0,39.0,1.0,214.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,4,12,30,4,1999-12-30,US,20355,US,N273AU,2876,12264,1226401,30852,IAD,"Washington, DC",VA,51.0,Virginia,38,11066,1106601,31066,CMH,"Columbus, OH",OH,39.0,Ohio,44,955,952.0,-3.0,0.0,0.0,-1.0,0900-0959,18.0,1010.0,1108.0,5.0,1106,1113.0,7.0,7.0,0.0,0.0,1100-1159,0.0,,0.0,71.0,81.0,58.0,1.0,299.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,7,6,7,2008-07-06,XE,20374,XE,N19966,2542,11042,1104201,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,13296,1329603,30721,MHT,"Manchester, NH",NH,33.0,New Hampshire,14,1115,1113.0,-2.0,0.0,0.0,-1.0,1100-1159,15.0,1128.0,1243.0,4.0,1247,1247.0,0.0,0.0,0.0,0.0,1200-1259,0.0,,0.0,92.0,94.0,75.0,1.0,544.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,3,7,31,2,2007-07-31,AA,19805,AA,N557AA,658,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,11267,1126701,31267,DAY,"Dayton, OH",OH,39.0,Ohio,44,1820,1920.0,60.0,60.0,1.0,4.0,1800-1859,28.0,1948.0,2243.0,5.0,2135,2248.0,73.0,73.0,1.0,4.0,2100-2159,0.0,,0.0,135.0,148.0,115.0,1.0,861.0,4,0.0,53.0,13.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,2,6,18,5,1999-06-18,DL,19790,DL,N307WA,1180,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1630,1630.0,0.0,0.0,0.0,0.0,1600-1659,12.0,1642.0,2014.0,7.0,2030,2021.0,-9.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,180.0,171.0,152.0,1.0,1195.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,7,19,5,2002-07-19,UA,19977,UA,N376UA,1090,14679,1467902,33570,SAN,"San Diego, CA",CA,6.0,California,91,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,1415,1412.0,-3.0,0.0,0.0,-1.0,1400-1459,13.0,1425.0,1720.0,6.0,1730,1726.0,-4.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,135.0,134.0,115.0,1.0,853.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,6,30,2,2015-06-30,AA,19805,AA,N858AA,2462,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,840,836.0,-4.0,0.0,0.0,-1.0,0800-0859,19.0,855.0,925.0,4.0,956,929.0,-27.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,196.0,173.0,150.0,1.0,1235.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,5,8,4,2008-05-08,CO,19704,CO,N14342,401,12339,1233903,32337,IND,"Indianapolis, IN",IN,18.0,Indiana,42,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,615,613.0,-2.0,0.0,0.0,-1.0,0600-0659,16.0,629.0,731.0,8.0,734,739.0,5.0,5.0,0.0,0.0,0700-0759,0.0,,0.0,139.0,146.0,122.0,1.0,845.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,7,25,5,2008-07-25,NW,19386,NW,N588NW,756,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,1511,1511.0,0.0,0.0,0.0,0.0,1500-1559,24.0,1535.0,1744.0,13.0,1759,1757.0,-2.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,108.0,106.0,69.0,1.0,528.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,3,7,14,7,2013-07-14,US,20355,US,N744P,1159,11278,1127802,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,13204,1320402,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,844,841.0,-3.0,0.0,0.0,-1.0,0800-0859,14.0,855.0,1040.0,4.0,1104,1044.0,-20.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,140.0,123.0,105.0,1.0,759.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,4,12,21,2,2004-12-21,MQ,20398,MQ,N841AE,4146,13931,1393101,33667,ORF,"Norfolk, VA",VA,51.0,Virginia,38,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1847,1845.0,-2.0,0.0,0.0,-1.0,1800-1859,11.0,1856.0,1958.0,7.0,2006,2005.0,-1.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,139.0,140.0,122.0,1.0,717.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,8,1,2,1995-08-01,CO,19704,CO,N10834,392,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,1430,1429.0,-1.0,0.0,0.0,-1.0,1400-1459,18.0,1447.0,1527.0,6.0,1539,1533.0,-6.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,69.0,64.0,40.0,1.0,200.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,2,5,1,4,1997-05-01,US,20355,US,N254AU,1484,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,1740,1735.0,-5.0,0.0,0.0,-1.0,1700-1759,21.0,1756.0,2008.0,22.0,2005,2030.0,25.0,25.0,1.0,1.0,2000-2059,0.0,,0.0,145.0,175.0,132.0,1.0,861.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,3,3,1999-03-03,AA,19805,AA,N596AA,2221,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,0,1058.0,-2.0,0.0,0.0,-1.0,0001-0559,12.0,1110.0,1300.0,19.0,0,1319.0,-4.0,0.0,0.0,-1.0,0001-0559,0.0,,0.0,143.0,141.0,110.0,1.0,802.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,21,4,1999-01-21,WN,19393,WN,N526,789,12191,1219101,31453,HOU,"Houston, TX",TX,48.0,Texas,74,14683,1468301,33214,SAT,"San Antonio, TX",TX,48.0,Texas,74,1025,1025.0,0.0,0.0,0.0,0.0,1000-1059,4.0,1029.0,1108.0,2.0,1115,1110.0,-5.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,50.0,45.0,39.0,1.0,192.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
